Time (ms),Value,AccX,AccY,AccZ,gX,gY,gZ,Pitch,Roll
35043,2,-0.14,-0.86,-0.33,-1.39,-8.47,-3.28,-69.81,5.22
35061,2,-0.19,-0.90,-0.35,-1.87,-8.86,-3.40,-69.79,5.32
35080,0,-0.17,-0.90,-0.35,-1.64,-8.85,-3.47,-69.80,5.41
35098,0,-0.19,-0.88,-0.34,-1.87,-8.67,-3.29,-69.85,5.53
35117,0,-0.17,-0.89,-0.36,-1.71,-8.73,-3.50,-69.85,5.59
35134,-2,-0.17,-0.90,-0.37,-1.68,-8.81,-3.62,-69.79,5.63
35152,-2,-0.17,-0.90,-0.36,-1.63,-8.87,-3.56,-69.74,5.62
35171,0,-0.15,-0.91,-0.37,-1.48,-8.88,-3.63,-69.66,5.57
35189,0,-0.15,-0.90,-0.38,-1.46,-8.85,-3.71,-69.55,5.57
35208,1,-0.18,-0.91,-0.37,-1.73,-8.93,-3.65,-69.39,5.59
35226,1,-0.19,-0.91,-0.36,-1.84,-8.93,-3.49,-69.20,5.65
35245,1,-0.20,-0.90,-0.33,-1.92,-8.77,-3.19,-69.04,5.74
35263,0,-0.21,-0.90,-0.32,-2.09,-8.80,-3.10,-68.95,5.86
35281,0,-0.20,-0.89,-0.32,-1.97,-8.76,-3.15,-68.90,5.94
35300,-1,-0.17,-0.90,-0.34,-1.63,-8.78,-3.29,-68.90,5.97
35318,-1,-0.15,-0.90,-0.36,-1.44,-8.78,-3.54,-68.90,5.97
35337,-2,-0.17,-0.91,-0.39,-1.71,-8.95,-3.85,-68.80,5.99
35355,-1,-0.20,-0.90,-0.39,-1.92,-8.81,-3.87,-68.62,6.03
35374,0,-0.20,-0.89,-0.35,-1.97,-8.71,-3.39,-68.44,6.10
35392,1,-0.21,-0.89,-0.33,-2.03,-8.73,-3.22,-68.31,6.17
35409,3,-0.20,-0.90,-0.33,-1.99,-8.79,-3.23,-68.23,6.24
35428,2,-0.18,-0.89,-0.33,-1.81,-8.74,-3.28,-68.19,6.27
35446,0,-0.17,-0.90,-0.36,-1.67,-8.84,-3.48,-68.12,6.27
35465,-1,-0.17,-0.91,-0.37,-1.70,-8.87,-3.62,-68.02,6.25
35483,-2,-0.19,-0.89,-0.34,-1.83,-8.73,-3.32,-67.92,6.28
35502,-1,-0.22,-0.90,-0.34,-2.19,-8.78,-3.37,-67.82,6.38
35520,-1,-0.23,-0.90,-0.34,-2.25,-8.86,-3.36,-67.72,6.50
35538,-1,-0.22,-0.90,-0.33,-2.17,-8.82,-3.22,-67.63,6.63
35557,1,-0.21,-0.89,-0.32,-2.02,-8.75,-3.17,-67.60,6.72
35575,2,-0.18,-0.90,-0.34,-1.79,-8.82,-3.34,-67.58,6.77
35594,3,-0.18,-0.89,-0.35,-1.80,-8.76,-3.47,-67.55,6.82
35612,1,-0.18,-0.90,-0.36,-1.74,-8.83,-3.50,-67.50,6.88
35631,0,-0.20,-0.90,-0.36,-1.96,-8.83,-3.54,-67.41,6.95
35649,0,-0.18,-0.90,-0.35,-1.75,-8.78,-3.42,-67.33,6.99
35667,-1,-0.19,-0.89,-0.35,-1.84,-8.77,-3.46,-67.26,7.09
35685,-3,-0.19,-0.90,-0.36,-1.91,-8.84,-3.50,-67.18,7.17
35703,-1,-0.18,-0.90,-0.35,-1.80,-8.80,-3.40,-67.10,7.21
35722,0,-0.20,-0.90,-0.34,-1.93,-8.81,-3.32,-67.04,7.23
35740,0,-0.21,-0.92,-0.34,-2.06,-8.97,-3.34,-67.04,7.15
35759,2,-0.18,-0.90,-0.35,-1.72,-8.86,-3.39,-67.04,7.06
35777,2,-0.20,-0.93,-0.32,-1.96,-9.14,-3.12,-67.07,6.99
35795,0,-0.19,-0.91,-0.38,-1.89,-8.90,-3.69,-67.06,7.00
35814,0,-0.18,-0.92,-0.39,-1.73,-9.00,-3.80,-66.94,7.05
35832,-1,-0.16,-0.88,-0.35,-1.60,-8.63,-3.40,-66.81,7.13
35851,-1,-0.19,-0.88,-0.31,-1.86,-8.64,-3.01,-66.75,7.24
35869,-2,-0.21,-0.91,-0.31,-2.10,-8.88,-3.07,-66.77,7.34
35888,-1,-0.24,-0.93,-0.33,-2.31,-9.16,-3.20,-66.84,7.48
35906,0,-0.21,-0.97,-0.37,-2.10,-9.54,-3.60,-66.89,7.63
35924,1,-0.22,-0.98,-0.35,-2.19,-9.60,-3.41,-66.96,7.88
35943,2,-0.18,-1.00,-0.36,-1.74,-9.76,-3.51,-67.06,8.11
35961,1,-0.13,-1.02,-0.36,-1.26,-9.98,-3.56,-67.16,8.24
35979,1,-0.12,-0.99,-0.35,-1.15,-9.69,-3.39,-67.45,8.06
35997,0,-0.11,-1.05,-0.34,-1.07,-10.26,-3.38,-67.95,7.85
36016,-2,-0.16,-1.06,-0.37,-1.61,-10.44,-3.65,-68.67,7.56
36034,-4,-0.24,-1.08,-0.35,-2.39,-10.56,-3.46,-69.32,7.44
36054,-4,-0.26,-1.00,-0.24,-2.59,-9.76,-2.33,-70.18,7.32
36072,-1,-0.20,-0.96,-0.20,-1.98,-9.42,-1.94,-71.20,7.45
36090,3,-0.19,-0.91,-0.17,-1.85,-8.92,-1.70,-72.44,7.60
36108,3,-0.22,-0.94,-0.34,-2.15,-9.18,-3.33,-73.87,7.60
36126,-22,-0.24,-0.93,-0.37,-2.34,-9.07,-3.63,-75.33,7.53
36145,-22,-0.17,-0.91,-0.42,-1.68,-8.88,-4.11,-76.90,7.49
36163,21,-0.07,-0.98,-0.58,-0.70,-9.57,-5.68,-78.24,7.78
36182,13,-0.09,-0.96,-0.61,-0.84,-9.38,-6.01,-79.41,8.23
36200,-4,-0.12,-0.86,-0.61,-1.19,-8.41,-5.99,-80.24,8.72
36218,8,-0.16,-0.84,-0.65,-1.55,-8.19,-6.36,-80.90,9.15
36237,4,-0.15,-0.83,-0.72,-1.51,-8.12,-7.09,-81.36,9.59
36255,1,-0.12,-0.79,-0.73,-1.19,-7.79,-7.17,-81.43,9.93
36274,6,-0.08,-0.77,-0.71,-0.82,-7.54,-6.97,-81.35,10.33
36292,10,-0.02,-0.72,-0.76,-0.24,-7.07,-7.47,-81.06,10.65
36311,8,-0.04,-0.72,-0.73,-0.39,-7.04,-7.12,-80.52,10.80
36329,5,-0.19,-0.67,-0.62,-1.86,-6.57,-6.06,-79.87,11.14
36347,0,-0.23,-0.64,-0.58,-2.26,-6.25,-5.73,-79.29,11.59
36366,-5,-0.13,-0.64,-0.69,-1.28,-6.27,-6.77,-78.73,11.82
36384,-8,-0.02,-0.63,-0.71,-0.24,-6.22,-6.94,-78.12,11.78
36403,-9,-0.02,-0.58,-0.66,-0.21,-5.67,-6.51,-77.51,11.67
36421,-5,0.05,-0.57,-0.62,0.47,-5.62,-6.08,-77.00,11.45
36440,0,0.06,-0.58,-0.67,0.63,-5.70,-6.60,-76.40,11.13
36458,4,0.01,-0.57,-0.69,0.14,-5.62,-6.77,-75.79,10.88
36476,6,0.06,-0.53,-0.77,0.56,-5.15,-7.58,-74.95,10.59
36495,3,0.01,-0.63,-0.72,0.14,-6.15,-7.08,-74.28,10.35
36512,1,0.05,-0.50,-0.65,0.51,-4.93,-6.39,-73.56,10.06
36531,0,0.01,-0.51,-0.64,0.11,-4.99,-6.24,-72.98,9.91
36549,-3,-0.03,-0.53,-0.69,-0.26,-5.15,-6.81,-72.45,9.76
36568,-6,0.06,-0.56,-0.79,0.57,-5.47,-7.75,-71.82,9.40
36586,-5,0.12,-0.53,-0.83,1.22,-5.19,-8.15,-70.99,8.95
36604,-2,0.13,-0.54,-0.86,1.26,-5.27,-8.40,-70.03,8.61
36622,-1,-0.02,-0.54,-0.84,-0.15,-5.32,-8.19,-68.96,8.48
36640,0,-0.09,-0.57,-0.83,-0.91,-5.55,-8.15,-67.84,8.34
36659,1,-0.06,-0.59,-0.78,-0.57,-5.74,-7.65,-66.64,8.10
36677,1,-0.03,-0.56,-0.66,-0.30,-5.45,-6.47,-65.52,7.89
36696,2,-0.06,-0.57,-0.61,-0.55,-5.56,-6.02,-64.61,7.87
36714,0,-0.04,-0.56,-0.61,-0.40,-5.46,-5.99,-63.77,7.79
36732,-2,-0.02,-0.67,-0.70,-0.24,-6.54,-6.90,-62.93,7.71
36751,-2,-0.00,-0.64,-0.83,-0.03,-6.31,-8.16,-62.08,7.46
36769,-3,0.07,-0.71,-0.75,0.65,-6.91,-7.34,-61.01,7.00
36787,-1,0.00,-0.67,-0.58,0.03,-6.54,-5.72,-59.98,6.67
36805,2,-0.12,-0.65,-0.54,-1.22,-6.36,-5.24,-59.17,6.61
36824,1,-0.17,-0.67,-0.64,-1.62,-6.57,-6.23,-58.29,6.61
36842,1,-0.13,-0.74,-0.75,-1.24,-7.29,-7.32,-57.30,6.39
36860,1,0.06,-0.77,-0.81,0.61,-7.57,-7.92,-55.92,5.69
36879,1,0.21,-0.68,-0.55,2.09,-6.69,-5.44,-54.37,4.83
36896,0,0.07,-0.60,-0.32,0.71,-5.89,-3.11,-53.47,4.49
36915,0,-0.23,-0.65,-0.28,-2.29,-6.38,-2.75,-52.97,4.93
36933,1,-0.33,-0.76,-0.38,-3.24,-7.44,-3.75,-52.69,5.28
36952,0,-0.10,-0.85,-0.56,-1.00,-8.29,-5.54,-52.31,5.22
36970,-2,0.12,-0.91,-0.66,1.16,-8.96,-6.44,-51.62,4.89
36988,0,0.14,-0.98,-0.74,1.41,-9.56,-7.22,-50.53,4.67
37006,-1,0.03,-0.88,-0.61,0.29,-8.58,-6.01,-49.08,4.57
37024,0,-0.12,-0.81,-0.52,-1.13,-7.94,-5.07,-47.31,4.42
37043,0,-0.29,-0.95,-0.42,-2.81,-9.29,-4.10,-45.83,4.48
37061,0,-0.26,-0.96,-0.43,-2.51,-9.37,-4.17,-44.24,4.40
37080,-1,-0.26,-1.02,-0.36,-2.58,-10.02,-3.56,-42.70,4.40
37098,0,0.02,-0.98,-0.18,0.24,-9.59,-1.78,-41.48,4.25
37116,1,0.06,-0.89,-0.01,0.59,-8.75,-0.12,-40.77,4.45
37134,2,-0.05,-0.92,0.07,-0.45,-8.97,0.72,-40.56,4.65
37152,4,-0.13,-0.92,0.01,-1.28,-8.97,0.05,-40.63,4.95
37171,3,-0.08,-0.90,0.01,-0.76,-8.80,0.07,-41.06,5.15
37189,1,-0.00,-0.92,-0.04,-0.01,-9.06,-0.44,-41.89,5.24
37208,0,0.08,-1.03,-0.15,0.74,-10.07,-1.50,-42.76,5.30
37225,0,0.03,-1.06,-0.16,0.27,-10.38,-1.54,-43.69,5.39
37243,0,-0.13,-1.05,-0.20,-1.26,-10.32,-1.94,-44.64,5.68
37262,0,-0.10,-1.17,-0.05,-0.99,-11.50,-0.45,-45.96,5.85
37280,0,-0.13,-1.12,-0.37,-1.23,-11.01,-3.64,-47.32,5.92
37299,-1,-0.12,-1.18,-0.43,-1.16,-11.52,-4.23,-48.60,5.80
37317,-5,-0.16,-1.17,-0.46,-1.56,-11.50,-4.46,-49.45,5.86
37336,-9,-0.19,-1.15,-0.52,-1.85,-11.26,-5.08,-49.91,6.02
37354,-6,-0.18,-1.07,-0.44,-1.75,-10.47,-4.34,-50.24,6.09
37373,3,-0.16,-1.02,-0.41,-1.54,-10.02,-4.03,-50.29,6.20
37392,10,-0.10,-0.93,-0.34,-0.95,-9.09,-3.36,-50.28,6.36
37410,4,-0.07,-0.89,-0.29,-0.73,-8.68,-2.88,-50.51,6.51
37428,2,-0.09,-0.84,-0.29,-0.84,-8.28,-2.81,-50.77,6.54
37446,1,-0.05,-0.84,-0.28,-0.47,-8.24,-2.70,-51.07,6.47
37465,-1,-0.05,-0.83,-0.26,-0.46,-8.15,-2.57,-51.42,6.45
37483,-2,-0.07,-0.89,-0.29,-0.68,-8.70,-2.84,-51.77,6.49
37501,-1,-0.08,-0.91,-0.30,-0.76,-8.87,-2.95,-52.12,6.48
37520,0,-0.06,-0.91,-0.30,-0.55,-8.91,-2.95,-52.47,6.49
37538,2,-0.06,-0.92,-0.28,-0.64,-8.99,-2.78,-52.90,6.51
37557,1,-0.07,-0.91,-0.31,-0.67,-8.95,-3.08,-53.31,6.40
37575,0,-0.08,-0.93,-0.31,-0.74,-9.10,-3.06,-53.74,6.28
37594,-3,-0.06,-0.94,-0.34,-0.56,-9.23,-3.31,-54.15,6.22
37612,-3,-0.11,-0.94,-0.36,-1.05,-9.18,-3.55,-54.40,6.22
37630,0,-0.07,-0.94,-0.37,-0.66,-9.21,-3.61,-54.64,6.19
37649,1,-0.09,-0.93,-0.35,-0.91,-9.09,-3.43,-54.80,6.20
37667,0,-0.09,-0.91,-0.32,-0.89,-8.95,-3.17,-54.94,6.23
37685,2,-0.08,-0.91,-0.31,-0.83,-8.90,-3.01,-55.12,6.20
37703,1,-0.06,-0.92,-0.30,-0.62,-9.01,-2.90,-55.33,6.09
37722,0,-0.06,-0.91,-0.30,-0.56,-8.92,-2.94,-55.58,6.03
37740,1,-0.09,-0.94,-0.37,-0.93,-9.23,-3.58,-55.77,6.11
37758,0,-0.07,-0.94,-0.35,-0.69,-9.19,-3.47,-55.86,6.11
37777,0,-0.06,-0.91,-0.32,-0.59,-8.91,-3.12,-55.93,6.15
37795,-1,-0.11,-0.91,-0.30,-1.04,-8.93,-2.89,-56.08,6.14
37814,0,-0.14,-0.93,-0.28,-1.33,-9.08,-2.77,-56.25,6.10
37832,0,-0.08,-0.92,-0.23,-0.78,-8.99,-2.28,-56.66,5.91
37851,0,-0.11,-0.92,-0.28,-1.08,-8.98,-2.73,-57.07,5.76
37868,0,-0.12,-0.94,-0.31,-1.18,-9.17,-3.02,-57.42,5.77
37886,1,-0.12,-0.91,-0.29,-1.21,-8.91,-2.82,-57.75,5.77
37905,0,-0.13,-0.94,-0.32,-1.25,-9.17,-3.17,-58.09,5.76
37923,1,-0.11,-0.95,-0.37,-1.12,-9.29,-3.58,-58.32,5.73
37942,0,-0.08,-0.92,-0.33,-0.83,-9.03,-3.20,-58.54,5.75
37960,0,-0.09,-0.90,-0.30,-0.89,-8.84,-2.93,-58.80,5.74
37979,0,-0.09,-0.91,-0.30,-0.86,-8.94,-2.98,-59.11,5.75
37997,-1,-0.11,-0.93,-0.35,-1.07,-9.13,-3.41,-59.35,5.75
38016,-1,-0.09,-0.91,-0.35,-0.90,-8.91,-3.43,-59.53,5.79
38034,-1,-0.12,-0.93,-0.34,-1.15,-9.12,-3.34,-59.67,5.88
38052,0,-0.12,-0.92,-0.34,-1.14,-9.05,-3.36,-59.79,6.05
38071,1,-0.10,-0.93,-0.35,-0.96,-9.09,-3.42,-59.84,6.17
38089,2,-0.07,-0.92,-0.36,-0.66,-8.97,-3.50,-59.81,6.16
38107,1,-0.08,-0.90,-0.34,-0.78,-8.81,-3.33,-59.72,6.18
38125,0,-0.10,-0.86,-0.30,-0.94,-8.40,-2.98,-59.57,6.34
38144,0,-0.14,-0.91,-0.30,-1.41,-8.92,-2.89,-59.52,6.49
38162,0,-0.15,-1.02,-0.34,-1.46,-10.01,-3.29,-59.50,6.64
38180,0,-0.13,-0.97,-0.30,-1.28,-9.53,-2.91,-59.43,6.56
38199,0,-0.09,-0.93,-0.25,-0.91,-9.15,-2.41,-59.50,6.40
38217,-1,-0.08,-0.92,-0.24,-0.81,-9.02,-2.34,-59.72,6.23
38236,0,-0.10,-0.92,-0.27,-0.98,-9.00,-2.68,-59.96,5.93
38254,1,-0.09,-0.93,-0.30,-0.92,-9.15,-2.97,-60.01,5.80
38273,1,-0.08,-0.92,-0.32,-0.77,-8.98,-3.16,-59.97,5.74
38291,1,-0.11,-0.94,-0.28,-1.06,-9.25,-2.75,-60.03,5.79
38309,1,-0.09,-0.94,-0.30,-0.92,-9.26,-2.91,-60.10,5.72
38327,0,-0.08,-0.92,-0.26,-0.79,-9.02,-2.54,-60.23,5.61
38345,-2,-0.08,-0.95,-0.25,-0.80,-9.27,-2.46,-60.45,5.45
38364,-1,-0.09,-0.91,-0.27,-0.87,-8.88,-2.60,-60.68,5.22
38382,-1,-0.08,-0.94,-0.27,-0.79,-9.19,-2.64,-60.95,5.11
38401,0,-0.08,-0.96,-0.31,-0.75,-9.40,-2.99,-61.18,5.00
38419,0,-0.05,-0.93,-0.31,-0.49,-9.12,-3.02,-61.33,4.88
38437,1,-0.04,-0.95,-0.30,-0.42,-9.27,-2.90,-61.47,4.79
38456,1,-0.05,-0.92,-0.28,-0.51,-9.00,-2.70,-61.62,4.76
38474,1,-0.09,-0.94,-0.27,-0.84,-9.25,-2.66,-61.80,4.80
38493,1,-0.09,-0.93,-0.23,-0.91,-9.11,-2.29,-61.98,4.88
38511,0,-0.10,-0.92,-0.27,-0.96,-9.04,-2.62,-62.18,4.89
38530,0,-0.05,-0.93,-0.29,-0.48,-9.13,-2.87,-62.41,4.85
38548,-1,-0.06,-0.94,-0.32,-0.59,-9.24,-3.10,-62.59,4.81
38566,-2,-0.07,-0.95,-0.29,-0.68,-9.31,-2.89,-62.75,4.83
38584,0,-0.08,-0.92,-0.29,-0.77,-9.06,-2.82,-62.88,4.84
38602,0,-0.11,-0.93,-0.27,-1.04,-9.09,-2.67,-63.03,4.86
38621,1,-0.10,-0.92,-0.26,-0.98,-9.02,-2.53,-63.22,4.85
38639,1,-0.11,-0.93,-0.27,-1.07,-9.10,-2.62,-63.44,4.87
38658,1,-0.11,-0.93,-0.28,-1.09,-9.08,-2.75,-63.70,4.92
38676,0,-0.09,-0.95,-0.30,-0.90,-9.32,-2.95,-63.88,4.94
38694,0,-0.06,-0.93,-0.31,-0.59,-9.08,-3.04,-64.02,4.90
38713,-1,-0.03,-0.93,-0.32,-0.28,-9.08,-3.14,-64.12,4.87
38731,-1,-0.08,-0.93,-0.30,-0.74,-9.08,-2.95,-64.24,4.92
38750,-1,-0.08,-0.93,-0.29,-0.78,-9.13,-2.81,-64.35,4.91
38768,0,-0.08,-0.92,-0.27,-0.78,-8.98,-2.68,-64.48,4.88
38787,0,-0.08,-0.93,-0.30,-0.82,-9.08,-2.95,-64.62,4.87
38805,2,-0.10,-0.93,-0.31,-1.01,-9.12,-3.02,-64.71,4.86
38822,1,-0.07,-0.92,-0.30,-0.69,-8.97,-2.91,-64.81,4.83
38841,0,-0.10,-0.95,-0.31,-0.94,-9.33,-3.05,-64.88,4.88
38859,0,-0.10,-0.94,-0.29,-0.97,-9.17,-2.85,-64.93,4.90
38878,0,-0.08,-0.91,-0.25,-0.81,-8.88,-2.47,-65.02,4.87
38896,-1,-0.07,-0.92,-0.27,-0.72,-9.03,-2.65,-65.18,4.83
38915,0,-0.09,-0.94,-0.30,-0.88,-9.17,-2.98,-65.32,4.84
38933,-1,-0.10,-0.95,-0.31,-0.99,-9.34,-3.08,-65.39,4.82
38951,0,-0.09,-0.94,-0.31,-0.92,-9.18,-3.01,-65.45,4.83
38970,0,-0.08,-0.93,-0.31,-0.83,-9.15,-2.99,-65.46,4.81
38988,1,-0.10,-0.92,-0.27,-0.97,-9.04,-2.68,-65.52,4.82
39007,1,-0.09,-0.91,-0.26,-0.89,-8.92,-2.51,-65.63,4.79
39024,1,-0.06,-0.93,-0.29,-0.58,-9.09,-2.82,-65.78,4.74
39043,0,-0.06,-0.94,-0.32,-0.61,-9.21,-3.17,-65.85,4.66
39061,-1,-0.06,-0.94,-0.32,-0.57,-9.19,-3.09,-65.89,4.59
39079,-1,-0.08,-0.93,-0.31,-0.78,-9.14,-3.02,-65.89,4.50
39098,-2,-0.07,-0.93,-0.29,-0.70,-9.11,-2.81,-65.90,4.32
39116,-1,-0.14,-0.94,-0.22,-1.41,-9.24,-2.12,-66.00,4.19
39135,0,-0.06,-0.89,-0.27,-0.59,-8.74,-2.69,-66.08,4.01
39153,0,-0.16,-1.00,-0.25,-1.57,-9.77,-2.46,-66.14,4.19
39172,2,-0.11,-0.97,-0.34,-1.12,-9.50,-3.29,-66.15,4.08
39190,2,-0.06,-0.90,-0.26,-0.55,-8.85,-2.58,-66.18,4.05
39208,0,-0.07,-0.98,-0.33,-0.68,-9.58,-3.22,-66.18,3.87
39227,0,-0.08,-0.92,-0.31,-0.77,-9.03,-3.01,-66.01,3.78
39245,-1,-0.17,-0.92,-0.24,-1.64,-9.00,-2.39,-65.95,3.85
39264,-2,-0.18,-0.89,-0.15,-1.72,-8.71,-1.52,-66.22,3.84
39282,-1,-0.12,-0.92,-0.26,-1.23,-9.06,-2.51,-66.37,3.89
39301,0,-0.08,-0.94,-0.29,-0.82,-9.22,-2.85,-66.51,3.93
39318,0,-0.08,-0.95,-0.31,-0.80,-9.26,-3.02,-66.56,4.02
39336,1,-0.08,-0.94,-0.28,-0.78,-9.17,-2.75,-66.62,4.09
39355,2,-0.09,-0.94,-0.28,-0.90,-9.25,-2.74,-66.69,4.10
39373,2,-0.07,-0.92,-0.27,-0.73,-9.05,-2.62,-66.77,4.07
39392,1,-0.10,-0.92,-0.26,-0.97,-9.03,-2.60,-66.88,4.10
39410,0,-0.11,-0.94,-0.28,-1.09,-9.21,-2.74,-66.98,4.14
39429,-1,-0.11,-0.94,-0.31,-1.05,-9.17,-3.03,-67.01,4.18
39447,-1,-0.09,-0.93,-0.30,-0.93,-9.16,-2.96,-67.02,4.23
39465,-2,-0.12,-0.94,-0.29,-1.13,-9.19,-2.82,-67.02,4.30
39484,-1,-0.11,-0.93,-0.27,-1.07,-9.16,-2.64,-67.02,4.32
39502,0,-0.11,-0.92,-0.27,-1.03,-9.03,-2.61,-67.05,4.37
39521,1,-0.10,-0.92,-0.25,-0.99,-9.02,-2.49,-67.13,4.41
39539,2,-0.08,-0.92,-0.27,-0.75,-9.03,-2.60,-67.23,4.42
39558,1,-0.07,-0.92,-0.27,-0.67,-8.99,-2.64,-67.36,4.41
39575,1,-0.08,-0.93,-0.28,-0.77,-9.12,-2.75,-67.48,4.41
39593,0,-0.09,-0.95,-0.31,-0.92,-9.30,-2.99,-67.54,4.44
39612,-1,-0.10,-0.94,-0.29,-0.93,-9.20,-2.86,-67.57,4.48
39630,-1,-0.11,-0.94,-0.28,-1.07,-9.19,-2.73,-67.58,4.52
39649,-2,-0.13,-0.92,-0.27,-1.28,-9.06,-2.67,-67.58,4.58
39667,0,-0.09,-0.93,-0.27,-0.89,-9.08,-2.67,-67.59,4.60
39686,0,-0.08,-0.93,-0.27,-0.77,-9.14,-2.69,-67.64,4.66
39704,0,-0.05,-0.93,-0.29,-0.53,-9.08,-2.82,-67.67,4.66
39723,2,-0.05,-0.93,-0.29,-0.45,-9.13,-2.89,-67.68,4.63
39741,2,-0.07,-0.92,-0.29,-0.64,-9.03,-2.83,-67.68,4.61
39759,0,-0.07,-0.92,-0.31,-0.64,-9.02,-3.01,-67.62,4.60
39778,-1,-0.08,-0.91,-0.29,-0.82,-8.93,-2.88,-67.58,4.66
39796,-1,-0.09,-0.93,-0.29,-0.87,-9.07,-2.86,-67.54,4.81
39815,0,-0.10,-0.95,-0.28,-0.98,-9.28,-2.77,-67.46,4.86
39832,-1,-0.07,-0.92,-0.28,-0.69,-9.04,-2.73,-67.40,4.86
39851,0,-0.07,-0.94,-0.25,-0.68,-9.23,-2.45,-67.42,4.81
39869,0,-0.08,-0.94,-0.27,-0.79,-9.25,-2.66,-67.44,4.78
39887,0,-0.08,-0.95,-0.31,-0.80,-9.28,-3.00,-67.38,4.78
39906,1,-0.09,-0.93,-0.26,-0.87,-9.13,-2.54,-67.20,4.97
39924,1,-0.09,-0.95,-0.27,-0.92,-9.35,-2.68,-67.09,5.09
39943,0,-0.07,-0.92,-0.24,-0.67,-9.03,-2.33,-66.95,5.25
39961,0,-0.08,-0.95,-0.19,-0.76,-9.29,-1.90,-66.98,5.37
39980,-1,-0.07,-0.92,-0.22,-0.72,-9.05,-2.20,-67.09,5.35
39998,-2,-0.07,-0.96,-0.25,-0.70,-9.36,-2.44,-67.22,5.30
40016,-2,-0.07,-0.94,-0.27,-0.72,-9.19,-2.64,-67.27,5.26
40035,0,-0.09,-0.94,-0.26,-0.86,-9.23,-2.51,-67.28,5.34
40053,1,-0.10,-0.95,-0.26,-1.03,-9.26,-2.54,-67.27,5.40
40072,2,-0.11,-0.94,-0.24,-1.08,-9.20,-2.37,-67.28,5.44
40089,3,-0.10,-0.93,-0.23,-1.01,-9.15,-2.23,-67.33,5.44
40108,0,-0.07,-0.95,-0.25,-0.71,-9.33,-2.45,-67.38,5.38
40126,-1,-0.05,-0.94,-0.25,-0.51,-9.21,-2.41,-67.41,5.35
40144,-1,-0.03,-0.94,-0.25,-0.32,-9.22,-2.45,-67.44,5.32
40163,-2,-0.04,-0.93,-0.24,-0.36,-9.10,-2.37,-67.49,5.30
40181,-1,-0.08,-0.95,-0.25,-0.75,-9.28,-2.42,-67.51,5.30
40200,-1,-0.10,-0.94,-0.23,-0.94,-9.17,-2.29,-67.52,5.27
40218,0,-0.11,-0.94,-0.21,-1.05,-9.17,-2.03,-67.60,5.24
40237,1,-0.12,-0.94,-0.22,-1.15,-9.20,-2.11,-67.71,5.25
40255,2,-0.11,-0.95,-0.23,-1.04,-9.33,-2.27,-67.82,5.21
40273,1,-0.10,-0.96,-0.24,-0.95,-9.41,-2.39,-67.90,5.18
40292,1,-0.08,-0.96,-0.25,-0.82,-9.42,-2.45,-67.95,5.16
40310,0,-0.07,-0.95,-0.24,-0.73,-9.30,-2.38,-68.00,5.10
40329,-2,-0.07,-0.96,-0.25,-0.73,-9.37,-2.40,-68.01,5.03
40347,-2,-0.09,-0.95,-0.25,-0.88,-9.34,-2.43,-67.99,4.97
40366,0,-0.09,-0.96,-0.25,-0.89,-9.41,-2.43,-67.98,4.86
40384,-1,-0.10,-0.96,-0.24,-0.95,-9.45,-2.39,-67.97,4.75
40402,0,-0.07,-0.94,-0.22,-0.73,-9.23,-2.16,-67.98,4.67
40420,2,-0.07,-0.95,-0.22,-0.65,-9.30,-2.14,-68.03,4.64
40438,2,-0.08,-0.95,-0.22,-0.76,-9.29,-2.20,-68.03,4.62
40457,1,-0.08,-0.94,-0.21,-0.76,-9.20,-2.10,-68.04,4.55
40475,0,-0.08,-0.93,-0.20,-0.80,-9.07,-1.95,-68.10,4.46
40494,-1,-0.08,-0.93,-0.20,-0.76,-9.07,-1.97,-68.17,4.37
40512,-1,-0.08,-0.94,-0.22,-0.75,-9.19,-2.17,-68.22,4.30
40530,-1,-0.08,-0.95,-0.21,-0.79,-9.29,-2.10,-68.27,4.23
40549,-1,-0.08,-0.96,-0.22,-0.80,-9.41,-2.18,-68.27,4.16
40567,0,-0.10,-0.95,-0.21,-0.97,-9.34,-2.03,-68.31,4.15
40586,0,-0.08,-0.97,-0.22,-0.83,-9.48,-2.13,-68.36,4.09
40604,3,-0.08,-0.96,-0.21,-0.78,-9.36,-2.04,-68.42,4.08
40623,3,-0.07,-0.94,-0.20,-0.68,-9.24,-1.97,-68.50,4.06
40641,0,-0.08,-0.96,-0.21,-0.76,-9.37,-2.08,-68.58,4.02
40658,-1,-0.08,-0.95,-0.20,-0.74,-9.32,-1.96,-68.65,3.97
40677,-1,-0.10,-0.98,-0.19,-0.94,-9.61,-1.89,-68.72,3.97
40695,-2,-0.11,-0.99,-0.21,-1.07,-9.72,-2.06,-68.77,4.05
40714,-3,-0.11,-1.02,-0.23,-1.12,-10.02,-2.23,-68.77,4.11
40733,0,-0.11,-1.03,-0.24,-1.08,-10.12,-2.31,-68.73,4.17
40752,0,-0.11,-1.07,-0.26,-1.09,-10.51,-2.54,-68.58,4.28
40770,0,-0.11,-1.06,-0.25,-1.11,-10.36,-2.44,-68.38,4.36
40788,2,-0.15,-1.07,-0.23,-1.44,-10.47,-2.30,-68.14,4.42
40807,1,-0.15,-1.10,-0.25,-1.45,-10.74,-2.45,-67.79,4.46
40825,0,-0.15,-1.10,-0.23,-1.46,-10.73,-2.23,-67.37,4.57
